rank,name,code,price,24_H_change,24H_volume,market_cap
4679,Footie Plus,FOOTIE,$0.001349,+2.51%,"$65,981.80",N/A
4583,Netzcoin,NETZ,$0.004102,+10.82%,"$2,071.25",N/A
4875,XUSD Stable,XUSD,$0.8935,-0.03%,"$50,045.18",N/A
4729,MIM,SWARM,$0.0005563,-23.10%,"$60,227.91",N/A
4924,Shibaverse,VERSE,$0.01908,-8.68%,"$47,111.17",N/A
4826,Eroverse,ERO,$0.00006205,-15.52%,"$53,654.40",N/A
4783,DeepSpace Token,DXO,$0.000005243,-12.49%,"$56,037.80",N/A
5114,Yaki Gold,YAG,$0.0001295,-4.39%,"$36,733.05",N/A
5303,MiniSwap,MINI,$0.03153,+2.22%,"$28,702.63",N/A
5018,CRODEX,CRX,$68.12,-3.99%,"$41,384.47",N/A
5065,Unlock Protocol,UDT,$56.20,+12.80%,"$38,858.89",N/A
5211,Square tokenized stock FTX,SQ,$97.65,-8.01%,"$32,794.56",N/A
5352,Asia Reserve Currency Coin,ARCC,$0.06801,-5.20%,"$26,707.10",N/A
5257,Perpetuum,PRP,$0.06904,-7.70%,"$30,534.00",N/A
5161,CryptoRockets,CROCKET,$0.06036,-13.88%,"$34,833.43",N/A
4971,Ghost Trader,GTR,$0.03536,-2.80%,"$44,386.65",N/A
4631,SafeMoonomics,SAFEMOONOMICS,$0.0000000006544,-6.40%,"$72,059.97",N/A
4680,Structure finance,STF,$0.06667,-2.58%,"$68,594.67",N/A
4583,Bitcoin Asia,BTCA,$0.002301,-8.21%,"$75,979.33",N/A
4876,Dynamic Set Dollar,DSD,$0.006557,-5.77%,"$49,275.32",N/A
4730,PolkaEx,PKEX,$0.07905,-0.17%,"$60,225.88",N/A
4925,JumpToken,JMPT,$2.18,-5.37%,"$47,105.33",N/A
4827,Encrypter,ERPT,$0.07001,-7.15%,"$53,535.50",N/A
4784,AMC FIGHT NIGHT,AMC,$0.08923,-11.48%,"$55,923.66",N/A
5115,Ecochaintoken,ECT,$0.000000007628,-0.66%,"$36,763.98",N/A
5304,MetaCash,META,$0.000000001344,-5.78%,"$28,664.73",N/A
5019,EYES Protocol,EYES,$0.03555,-4.93%,"$41,389.31",N/A
5066,CACTUS,CACTUS,$0.00000000053,+102.00%,"$38,806.92",N/A
5212,Gods and Legends,GNLR,$0.01157,-1.66%,"$32,900.74",N/A
5353,Travel Care,TRAVEL,$0.00000178,+4.58%,"$26,691.27",N/A
5258,Voice Token,VOICE,$117.21,-2.65%,"$30,398.89",N/A
5162,Minereum BSC,MNEB,$0.02505,-6.15%,"$35,358.91",N/A
4972,Solhero Finance,HERO,$0.01215,+0.00%,"$44,355.58",N/A
4632,Terra Name Service,TNS,$0.1997,+5.37%,"$71,910.27",N/A
4681,Axial Entertainment Digital Asset,AXL,$0.008371,+24.26%,"$65,928.62",N/A
4584,More Token,MORE,$0.08521,-7.65%,"$75,915.79",N/A
4877,Stay In Destiny World,SIW,$0.03854,-3.06%,"$50,012.32",N/A
4731,DaVinci Token,VINCI,$0.04727,+0.00%,"$59,999.99",N/A
4926,onLEXpa,onLEXpa,$0.0001523,-57.55%,"$47,075.55",N/A
4828,TabTrader Token,TTT,$0.07565,-2.50%,"$53,482.93",N/A
4785,Vention,VENTION,$0.007781,-0.27%,"$55,759.75",N/A
5116,Ndau,NDAU,$17.03,-3.09%,"$36,711.01",N/A
5305,Solvent,SVT,$0.1842,-3.29%,"$28,611.99",N/A
5020,Metaverse Future,METAF,$0.0000905,-10.90%,"$41,266.35",N/A
5067,Kirobo,KIRO,$0.1749,-5.44%,"$38,705.88",N/A
5213,vBSWAP,VBSWAP,$11.86,-3.42%,"$32,771.83",N/A
5354,Myōbu,MYOBU,$0.000003109,-3.80%,"$26,669.20",N/A
5259,eFIN,EFIN,$0.0001917,-14.48%,"$30,438.18",N/A
5163,Solyard Finance,YARD,$0.002597,-0.38%,"$34,640.42",N/A
4973,Puli,PULI,$0.008458,+10.64%,"$44,170.94",N/A
4633,pBTC35A,pBTC35A,$71.39,+0.25%,"$71,761.26",N/A
4682,Keep3r BSC Network,KP3RB,$0.3901,+1.57%,"$66,035.31",N/A
4585,Credefi,CREDI,$0.01591,-0.06%,"$75,569.74",N/A
4878,MetaBET,MBET,$0.03995,-1.18%,"$49,959.23",N/A
4732,Mrs Cheems,MCINU,$0.0000006069,-33.83%,"$59,991.16",N/A
4927,UCX,UCX,$0.3601,-14.29%,"$47,061.88",N/A
4829,Krypto Pets,KPETS,$0.000000000002384,-16.77%,"$53,417.90",N/A
4786,Crystal Pro,CRPRO,$0.01206,-21.14%,"$55,680.52",N/A
5117,COFFE Multichain,CFF,$0.001386,+0.09%,"$35,347.05",N/A
5306,3X Long Midcap Index Token,MIDBULL,$18.59,-14.90%,"$28,558.29",N/A
5021,Txbit Token,TXBIT,$0.001865,-4.29%,"$41,264.55",N/A
5068,Budbo Token,BUBO,$0.03691,+0.06%,"$38,681.23",N/A
5214,TETU,TETU,$0.01879,-3.24%,"$32,756.05",N/A
5355,Foliowatch,FWATCH,$0.0001734,+1.49%,"$25,798.86",N/A
5260,Matrix Labs,MATRIX,$0.07597,-5.49%,"$30,300.52",N/A
5164,PUML Better Health,PUML,$0.0426,+0.09%,"$34,822.50",N/A
4974,BitBase Token,BTBS,$0.4628,-1.65%,"$44,188.87",N/A
4634,Dx,SALE,$0.5362,-5.60%,"$71,493.80",N/A
4683,Vee Finance,VEE,$0.001656,-13.23%,"$65,719.07",N/A
4586,HFUEL LAUNCHPAD,HFUEL,$0.0772,+11.35%,"$75,569.46",N/A
4879,Rocket,ROCKET,$0.003787,-8.40%,"$49,932.96",N/A
4733,SurfMoon,SURFMOON,$0.0000000005909,-6.85%,"$60,444.93",N/A
4928,EVE Token,EVE,$0.02667,-5.29%,"$46,902.32",N/A
4830,ATTN,ATTN,$0.0004552,+0.22%,"$53,423.81",N/A
4787,xWIN Finance,XWIN,$1.37,-2.33%,"$55,658.62",N/A
5117,DAWG,DAWG,$0.03343,+2.90%,"$36,675.32",N/A
5307,Alpha Brain Capital,ABC,$0.000002738,-19.79%,"$28,515.60",N/A
5022,1BOX,1BOX,$0.01116,+10.27%,"$41,257.39",N/A
5069,X-Consoles,GAME,$55.77,-4.39%,"$38,649.63",N/A
5215,Gunstar Metaverse Currency,GSC,$0.031,+10.79%,"$32,741.81",N/A
5356,Rogan Coin,ROGAN,$0.0000000003714,+5.67%,"$26,571.91",N/A
5261,WAIV Care,WAIV,$0.0002991,-2.92%,"$30,326.63",N/A
5165,Chopper Inu,CHOPPER,$0.00000000002365,-1.20%,"$34,738.51",N/A
4975,Codi Finance,CODI,$0.01223,+14.03%,"$44,041.90",N/A
4635,Kabosu,KABOSU,$0.000000004247,-4.81%,"$71,576.94",N/A
4684,ShibaNova,NOVA,$0.2479,-39.24%,"$65,182.74",N/A
4587,Pantos,PAN,$0.1337,-2.00%,"$75,297.19",N/A
4880,Baby Shiba Coin,BABYSHIBA,$0.005001,-1.92%,"$49,846.63",N/A
4734,Node Squared,N2,$0.2789,-23.54%,"$59,926.73",N/A
4929,Mech Master,MECH,$0.0455,-6.48%,"$46,901.11",N/A
4831,Rewards Bunny,RBUNNY,$0.004757,-6.53%,"$53,342.00",N/A
4788,LinkPool,LPL,$5.49,-7.50%,"$55,444.25",N/A
5118,ArchAngel Token,ARCHA,$0.0000000002665,-17.81%,"$36,658.60",N/A
5308,Rewardeum,REUM,$0.0000000006376,-0.65%,"$28,498.47",N/A
5023,Culture Ticket Chain,CTC,$0.00533,+12.75%,"$41,181.56",N/A
5070,Chintai,CHEX,$0.05686,-6.44%,"$38,674.63",N/A
5216,Affinity,AFFINITY,$0.00001291,-4.74%,"$32,703.68",N/A
5357,ParaState,STATE,$0.2104,+0.00%,"$26,533.01",N/A
5262,BerylBit,BRB,$0.004525,-10.71%,"$30,251.66",N/A
5166,Shengweihu,SHENGWEIHU,$0.000000002805,-25.30%,"$34,684.39",N/A
4976,Pledge,PLGR,$0.0191,-9.83%,"$43,927.53",N/A
4636,Mimo Governance Token,MIMO,$0.09523,-3.37%,"$71,376.10",N/A
4685,Attack Wagon,ATK,$0.0119,-7.78%,"$65,268.88",N/A
4588,Jointer,JNTR,$0.02809,+7.87%,"$75,636.85",N/A
4881,The Universal Settlement Coin,TUSC,$0.00003389,+35.06%,$504.33,N/A
4735,Monster Grand Prix Token,MGPX,"$217,003,746.66","+72,054,753,409.66%","$53,297.97",N/A
4930,Nifty League,NFTL,$0.02649,-0.46%,"$46,684.74",N/A
4832,Ouranos,OUR,$0.001183,-6.80%,"$53,176.66",N/A
4789,Maximizer,MAXI,$15.90,-1.07%,"$55,417.39",N/A
5119,Talent Token,TTX,$0.01465,-21.21%,"$36,635.93",N/A
5309,Defi Shopping Stake,DSS,$0.03176,-2.94%,"$28,467.01",N/A
5024,Mindsync,MAI,$0.01003,-34.47%,"$41,172.27",N/A
5071,Stripto,STRIP,$0.00001567,-7.64%,"$38,607.20",N/A
5217,PolkaPets,PETS,$0.06556,+0.02%,"$32,608.51",N/A
5358,DOOR,DOOR,$0.04343,-51.00%,"$26,518.82",N/A
5263,Arena Token,ARENA,$0.2348,-2.53%,"$30,147.87",N/A
5167,TON Token,TON,$0.02895,-11.65%,"$34,778.26",N/A
4977,Zodium,ZODI,$0.06799,-0.69%,"$43,905.43",N/A
4637,MONNFTS,MON,$0.002796,-2.12%,"$69,908.16",N/A
4686,Amaze World,AMZE,$1.85,+1.61%,"$65,011.52",N/A
4589,ALL.ART protocol,AART,$0.01292,-1.49%,"$75,384.97",N/A
4881,bDollar,BDO,$0.01206,+0.91%,"$49,810.87",N/A
4735,Lucid Lands V2,LLG,$0.007801,-19.23%,"$59,919.58",N/A
4931,Avaxtars Token,AVXT,$4.99,+0.00%,"$8,673.41",N/A
4833,TasteNFT,TASTE,$0.000000004374,-0.75%,"$53,174.65",N/A
4790,Grimace.top,Grimace,$0.04739,-11.32%,"$55,329.77",N/A
5120,MGC Token,MGC,$0.0006405,-7.44%,"$36,561.36",N/A
5310,Loop Finance,LOOP,$0.1105,-12.90%,"$28,383.20",N/A
5025,BabyDoge ETH,BABYDOGE,$0.00000001991,+189.10%,"$40,973.56",N/A
5072,Celo Euro,CEUR,$1.12,+0.10%,"$38,546.18",N/A
5218,Rematic,RMTX,$0.000000005298,-2.59%,"$32,594.30",N/A
5359,Smartchem,SMAC,$0.09661,+20.71%,"$26,454.44",N/A
5264,Dragonbit,DRGB,$0.0000841,-8.74%,"$29,990.99",N/A
5168,Vinci,VINCI,$5.14,-9.41%,"$34,576.61",N/A
4978,PlayAndLike,PAL,$0.09941,-0.77%,"$43,711.15",N/A
4638,Wen Lambo,LAMBO,$0.002654,-2.34%,"$71,182.82",N/A
4687,Lyra,LYRA,$0.2359,-8.14%,"$64,825.77",N/A
4590,Agricoin,AGX,$0.696,-22.00%,"$54,659.78",N/A
4882,NFTY DeFi Protocol,NFTY,$0.4657,-3.41%,"$49,794.25",N/A
4736,zkTube Protocol,ZKT,$10.26,-11.49%,"$59,865.62",N/A
4931,Duelist King,DKT,$1.27,-1.67%,"$46,565.72",N/A
4834,PulseMoon,PULSEMOON,$0.0008351,-2.36%,"$53,168.82",N/A
4791,Mirrored Galaxy Digital Holdings Ltd,MGLXY,$13.15,-5.87%,"$55,306.71",N/A
5120,Nidhi Dao,GURU,$21.18,+3.83%,"$31,513.75",N/A
5311,Pulse Predictions Market,PULSE,$0.09328,-27.81%,"$28,343.00",N/A
5026,Smashchain,SAS,$0.04212,-4.97%,"$40,893.14",N/A
5073,DeathRoad,DRACE,$0.01462,+2.23%,"$38,518.83",N/A
5219,ACryptoSI,ACSI,$2.17,-8.82%,"$32,536.64",N/A
5360,aggle.io,AGGL,$0.0821,-6.56%,"$26,402.28",N/A
5265,Dopex Rebate Token,RDPX,$107.64,-11.96%,"$29,980.48",N/A
5169,TruBadger,TRUBGR,$0.00000001993,+4.99%,"$34,529.16",N/A
4979,PolkaCipher,CPHR,$0.007887,-3.63%,"$43,644.27",N/A
4639,Hermes Shares,HSHARES,$90.19,-13.42%,"$71,118.66",N/A
4688,ECHO TECH COIN,ECOT,$0.04477,-3.41%,"$64,807.66",N/A
4590,SCARDust,SCARD,$0.0000001556,-15.34%,"$75,246.46",N/A
4883,Ninja Fantasy Token,NFS,$0.02804,-15.91%,"$49,520.42",N/A
4737,MOR,MOR,$1.00,+1.10%,"$59,289.02",N/A
4932,Byakko,BYK,$0.002325,-60.76%,"$46,380.50",N/A
4835,SCROOGE,SCROOGE,$0.00000002677,-7.97%,"$52,980.71",N/A
4792,Secured MoonRat Token,SMRAT,$0.000000002044,-3.98%,"$55,233.89",N/A
5121,Boo Finance,BOOFI,$0.2259,+1.45%,"$36,340.25",N/A
5312,Mad Viking Games,MVG,$0.005303,-11.67%,"$28,337.02",N/A
5027,Sentiment Token,SENT,$0.02509,-4.36%,"$40,807.06",N/A
5074,Moola Market,MOO,$0.06583,-23.60%,"$38,436.06",N/A
5220,Eifi FInance,EIFI,$0.05973,-1.75%,"$32,357.32",N/A
5361,RugZombie,ZMBE,$0.005354,-11.77%,"$26,390.68",N/A
5266,Storage Area Network Anywhere,SANA,$0.0007267,-17.55%,"$29,949.96",N/A
5170,Interfinex,IFEX,$0.0000323,-1.53%,"$34,333.30",N/A
4980,AAG Ventures,AAG,$0.1319,-1.78%,"$43,626.65",N/A
4640,Solar,SOLAR,$0.04299,-1.36%,"$72,750.69",N/A
4689,TruePNL,PNL,$0.07209,-3.74%,"$64,906.79",N/A
4591,Lion Token,LION,$0.0003134,-3.28%,"$75,287.06",N/A
4884,Orbit Token,ORBIT,$0.00005628,+5.97%,"$49,409.83",N/A
4738,Infinity Skies,ISKY,$0.2508,-1.40%,"$59,237.04",N/A
4933,WonderHero,HON,$0.02314,+8.39%,"$46,360.61",N/A
4836,NirvanaMeta,MNU,$0.004467,-10.58%,"$52,903.82",N/A
4793,Poodl Token,POODL,$0.00000003573,-6.81%,"$55,200.07",N/A
5122,Shelling,SHL,$0.000005593,+1.24%,"$36,347.60",N/A
5313,Fantasy Girl,FMEV2,$0.0000000006621,-89.43%,"$28,269.50",N/A
5028,HarmonyPad,HPAD,$0.003495,+3.04%,"$40,743.59",N/A
5075,Oly Sport,OLY,$0.05455,-8.98%,"$38,414.82",N/A
5221,APY Vision,VISION,$1.40,-5.24%,"$32,316.18",N/A
5362,Metaxy,MXY,$0.01572,-6.62%,"$26,270.94",N/A
5267,Asian-African Capital Chain,ACC,$0.05873,+0.00%,N/A,N/A
5171,TokenAsset,NTB,$0.1962,-1.61%,"$34,463.21",N/A
4981,StorX Network,SRX,$0.08085,-6.24%,"$43,540.92",N/A
4641,Jinbi Token,JNB,"$1,235.60",+0.13%,"$70,747.22",N/A
4690,Small Fish Cookie,SFC,$0.02038,-6.82%,"$64,701.74",N/A
4592,GYSR,GYSR,$0.1688,-8.48%,"$75,549.57",N/A
4885,Velhalla,SCAR,$0.01533,-5.52%,"$49,384.06",N/A
4739,SwapAll,SAP,$0.07706,-0.62%,"$59,158.75",N/A
4934,ROONEX,RNX,$0.000101,-16.29%,"$46,327.16",N/A
4837,Dexigas,DXG,$0.00000545,+5.28%,"$52,862.67",N/A
4794,Vetter Token,VETTER,$0.005457,-8.84%,"$55,193.48",N/A
5123,Treasure,TREASURE,$0.01355,-27.72%,"$36,312.25",N/A
5314,Mochi Inu,MOCHI,$0.000003389,-59.17%,"$28,163.35",N/A
5029,CryptoHorse,CHORSE,$0.1545,-4.24%,"$40,698.61",N/A
5076,Kodi Coin,KODI,$0.00007877,-6.77%,"$38,389.88",N/A
5222,Flourishing AI,AI,$0.1106,-4.75%,"$32,287.03",N/A
5363,DaddyBabyDoge,DBDOGE,$0.001306,+5.98%,"$26,144.80",N/A
5267,Myteamcoin,MYC,$0.0004291,-7.51%,"$29,947.00",N/A
5172,Utopia Genesis Foundation,UOP,$0.05218,-14.78%,"$34,453.64",N/A
4982,FONE,FONE,$0.00002689,-4.41%,"$43,450.98",N/A
4642,Medicalveda,MVEDA,$0.009769,-3.24%,"$70,772.72",N/A
4691,HunnyDAO,LOVE,$0.3336,-3.44%,"$64,450.19",N/A
4593,Game Ace Token,GAT,$3.92,-4.95%,"$75,210.64",N/A
4886,VKENAF,VKNF,$0.01079,-5.02%,"$49,361.50",N/A
4740,Synapse Network,SNP,$0.1492,+2.85%,"$59,077.14",N/A
4934,SpaceVikings,SVT,$0.0000000001528,-3.44%,"$4,778.48",N/A
4838,Oxbull Solana,OXS,$0.3842,-4.16%,"$52,810.83",N/A
4795,Hubble Protocol,HBB,$1.14,-2.64%,"$55,097.81",N/A
5124,Rank Token,RANK,$0.0004487,-1.76%,"$36,283.51",N/A
5315,KRYZA Exchange,KRX,$0.02901,-0.00%,"$28,104.73",N/A
5030,CoinWind,COW,$0.8516,+0.75%,"$40,638.47",N/A
5077,YetiSwap,YTS,$0.0118,-6.53%,"$38,388.46",N/A
5223,1irstGold,1GOLD,$67.97,-0.57%,"$32,206.25",N/A
5364,Traders Business Global,TGB,$0.0001521,-74.73%,"$26,138.56",N/A
5268,xNFT Protocol,XNFT,$0.01921,-2.72%,"$29,980.51",N/A
5173,Jubi Token,JT,$0.04838,-1.02%,"$34,397.31",N/A
4983,DeltaFlip,DELTAF,$0.003296,-1.99%,"$43,438.94",N/A
4643,Project Quantum,QBIT,$0.0001291,-4.06%,"$70,284.13",N/A
4692,NftyPlay,POLO,$0.001651,-6.81%,"$64,253.98",N/A
4594,growth Root Token,GROOT,$860.01,-16.98%,"$15,000.95",N/A
4887,Global Game Coin,GGC,$2.57,-1.18%,"$49,376.08",N/A
4741,MatrixETF,MDF,$0.00908,-9.65%,"$58,981.68",N/A
4935,Upfire,UPR,$0.0122,-4.17%,"$46,251.63",N/A
4839,Treecle,TRCL,$0.00875,-3.47%,"$52,253.77",N/A
4796,Smile Coin,SMILE,$0.0007301,-7.07%,"$55,068.07",N/A
5125,NFT STARS,NFTS,$0.6369,-4.21%,"$36,246.31",N/A
5316,Crystal Powder,CP,$0.1138,+0.21%,"$28,088.41",N/A
5031,Dogira (old),DOGIRA,$0.01609,+46.39%,"$4,396.75",N/A
5078,T.OS,TOSC,$0.02889,-11.31%,"$38,198.45",N/A
5224,Bedpage Coin,BED,$0.09355,-15.16%,"$32,179.68",N/A
5365,CryptoShips,CSHIP,$0.004146,-14.44%,"$26,111.29",N/A
5269,KuSwap,KUS,$0.3549,-5.59%,"$29,878.65",N/A
5174,GroupDao,GDO,$0.00000004146,-1.46%,"$34,382.05",N/A
4984,MoneySwap,MSWAP,$0.001219,-2.17%,"$43,297.51",N/A
4644,Meta Rewards Token,MRT,$0.0000000002705,-11.07%,"$70,263.41",N/A
4693,JINDO INU,JIND,$0.000000001379,-3.43%,"$64,253.89",N/A
4594,Doge-1 Mission to the moon,DOGE-1,$0.00000008667,-6.01%,"$75,201.44",N/A
4888,TOZEX,TOZ,$0.18,-4.86%,"$49,331.51",N/A
4742,VAIOT,VAI,$0.069,-4.23%,"$58,945.28",N/A
4936,FarmerDoge V3,CROP,$0.0005587,-14.42%,"$46,262.23",N/A
4840,Polylastic,POLX,$0.0002475,-13.46%,"$52,064.51",N/A
4797,BSC Gold,BSCGOLD,$0.0001483,-22.94%,"$54,640.62",N/A
5126,SafeMars,SMARS,$0.000000006021,-6.28%,"$36,227.82",N/A
5317,Xiasi Inu,XIASI,$0.0000000007542,-2.40%,"$28,078.94",N/A
5031,TOAD.Network,TOAD,$5.76,-0.47%,"$40,504.29",N/A
5079,DeFido,DEFIDO,$0.005664,-2.69%,"$38,288.31",N/A
5225,Natural Farm Union Protocol,NFUP,$0.03194,-21.78%,"$32,141.55",N/A
5366,DekBox,DEK,$0.003102,-9.36%,"$26,089.43",N/A
5270,SymVerse,SYM,$0.04899,-6.14%,"$29,864.67",N/A
5175,Wanda Exchange,WE,$0.02991,-3.94%,"$34,376.71",N/A
4985,Octopus Protocol,OPS,$0.0236,-6.39%,"$43,246.56",N/A
4645,Busy DAO,BUSY,$0.01063,-4.84%,"$70,200.94",N/A
4694,Sombra Network,SMBR,$0.05971,-8.61%,"$64,040.41",N/A
4595,Librium Tech,LIB,$0.006745,+0.06%,"$75,187.52",N/A
4889,Meland.ai,MELD,$0.004151,-4.71%,"$49,331.33",N/A
4743,Paras,PARAS,$0.5038,-2.46%,"$58,912.84",N/A
4937,Market Ledger,ML,$0.4054,-6.78%,"$46,197.28",N/A
4841,TosDis,DIS,$11.93,-3.17%,"$52,198.82",N/A
4798,1X Short XRP Token,XRPHEDGE,$47.72,+4.02%,"$54,860.75",N/A
5127,Sportoken,SPT,$0.00007554,-2.87%,"$36,217.31",N/A
5318,Barkis Network,BKS,$0.008445,+0.00%,N/A,N/A
5032,Spantale,AEL,$0.3078,-3.91%,"$40,622.43",N/A
5080,En-Tan-Mo,ETM,$0.02501,-5.45%,"$38,255.49",N/A
5226,PathDAO,PATH,$0.03865,-3.26%,"$32,063.10",N/A
5367,WalMeta,WALMETA,$0.00002037,-17.67%,"$26,052.97",N/A
5271,Doren,DRE,$0.5354,-0.06%,"$29,811.15",N/A
5176,Coinary Token,CYT,$0.008534,-3.89%,"$34,358.39",N/A
4986,Popcorn,POP,$1.21,-2.43%,"$43,235.61",N/A
4646,ADACash,ADACASH,$0.00000002924,-17.76%,"$69,960.13",N/A
4695,Piggy Finance,PIGGY,$0.0008694,+1.64%,"$63,989.49",N/A
4596,CARD.STARTER,CARDS,$2.17,-6.82%,"$75,463.65",N/A
4890,GameStop tokenized stock FTX,GME,$119.58,-7.14%,"$49,314.42",N/A
4744,Davis Cup Fan Token,DAVIS,$4.12,-7.36%,"$58,772.28",N/A
4938,EverReflect,EVRF,$0.000000005586,-8.78%,"$45,908.24",N/A
4842,GrimaceCoinErc.com,GRIM,$0.000003089,-20.23%,"$52,178.23",N/A
4799,MODA DAO,MODA,$2.97,-5.46%,"$54,980.57",N/A
5128,PHIT,PHIT,$0.007233,-1.26%,"$36,129.39",N/A
5318,SuperBonds,SB,$0.01158,+1.63%,"$27,995.34",N/A
5033,Sashimi,SASHIMI,$0.007828,-2.31%,"$40,556.83",N/A
5081,Puriever,PURE,$0.06036,-4.27%,"$38,239.10",N/A
5227,Bitcoin File,BIFI,$0.0009191,-4.54%,"$32,011.85",N/A
5368,InvestDex,INVEST,$0.03077,-1.50%,"$26,042.73",N/A
5272,Bincentive,BCNT,$0.03598,-5.44%,"$29,757.07",N/A
5177,Unknown Fair Object,UFO,$1.11,+4.10%,"$34,341.96",N/A
4987,Decentralized Community Investment Protocol,DCIP,$0.000000007781,-3.06%,"$43,186.32",N/A
4647,EurocoinToken,ECTE,$0.2682,-4.39%,"$69,689.98",N/A
4696,Pocoland,POCO,$0.02774,-4.39%,"$63,858.23",N/A
4597,ESWAP.TUBE,TUBE2,$1.55,-10.29%,"$75,020.07",N/A
4891,MilkyWayEx,MILKY,$0.00006666,+3.78%,"$49,270.88",N/A
4745,BitcoMine Token,BME,$0.000001044,-1.33%,"$58,729.88",N/A
4939,SOLACE,SOLACE,$0.08549,-7.12%,"$45,899.29",N/A
4843,IFToken,IFT,$0.008397,-11.66%,"$52,091.60",N/A
4800,Proxy,PRXY,$6.34,+3.22%,"$54,666.20",N/A
5129,Keysians Network,KEN,$0.5134,-3.31%,"$36,111.62",N/A
5319,HK Coin,HKC,$0.1279,-0.39%,"$27,955.08",N/A
5034,Reflecto,REFLECTO,$0.000000003639,-1.93%,"$40,533.79",N/A
5082,degemV2,DGMV2,$0.008871,-40.36%,"$38,207.53",N/A
5228,Mirrored Square,MSQ,$104.96,-6.43%,"$31,981.91",N/A
5369,DogeVille,DVILLE,$0.000008434,-10.31%,"$25,953.55",N/A
5273,Little Bunny Rocket,LBR,$0.000000001281,+8.24%,"$29,754.70",N/A
5178,GARD Governance Token,GGT,$0.00003014,-2.08%,"$34,273.27",N/A
4988,Exchange Union,XUC,$0.06163,-4.20%,"$43,136.83",N/A
4648,Optimus,OPTCM,$0.009298,-5.01%,"$69,664.56",N/A
4697,Croking,CRK,$0.000000006497,-7.51%,"$63,737.10",N/A
4598,Shibtama,SHIBTAMA,$0.0000009305,-17.57%,"$74,941.56",N/A
4892,Luniverse,LUNI,$0.008638,-10.44%,"$49,268.82",N/A
4746,Fortune,FORTUNE,$0.006175,+0.37%,"$58,720.14",N/A
4940,Dog Collar,COLLAR,$0.0000000142,-6.55%,"$45,865.28",N/A
4844,Greenheart CBD,CBD,$0.03952,-0.64%,"$52,055.08",N/A
4801,Freela,FREL,$0.0009044,-4.34%,"$54,058.20",N/A
5130,IDM Token,IDM,$0.003692,-0.35%,"$36,087.60",N/A
5320,Jurassic Token,JRSC,$0.0008384,+41.39%,"$27,879.04",N/A
5035,Filecoin Standard Hashrate Token,FILST,$1.21,-2.04%,"$40,304.07",N/A
5083,Spywolf,$SPY,$0.0000129,-5.38%,"$38,191.86",N/A
5229,FeelCoin,FEEL,$0.01081,-27.03%,"$31,327.45",N/A
5370,SparkLab,Spark,$0.0008807,+8.01%,"$25,859.08",N/A
5274,Filenet,FN,$0.01099,+0.00%,N/A,N/A
5179,LUCA,LUCA,$0.6201,+1.18%,"$34,272.88",N/A
4989,PhoenixDefi.Finance,PNIX,$0.00488,-13.06%,"$43,100.32",N/A
4649,Minds,MINDS,$2.06,-7.87%,"$69,608.40",N/A
4698,Coco Swap,COCO,$0.0002317,-1.86%,"$63,629.59",N/A
4599,Doge Rise Up,DOGERISEUP,$0.0000000003428,-13.09%,"$74,649.38",N/A
4893,MemeNFT,MNFT,$0.0000002164,+0.85%,"$49,205.62",N/A
4747,Picipo,PICIPO,$0.01888,-5.32%,"$59,131.62",N/A
4941,ProjectFeenix,FEENIXV2,$0.000000005209,+0.85%,"$45,724.33",N/A
4845,Baby Bitcoin,BBTC,$0.000000003538,+26.79%,"$51,979.03",N/A
4802,Orakler,ORKL,$0.04612,-6.30%,"$54,604.51",N/A
5131,Potentiam,PTM,$0.03564,-11.37%,"$36,034.17",N/A
5321,Antalyaspor Token,AKREP,$0.1268,+9.01%,"$27,876.65",N/A
5036,DeFlyBall,DEFLY,$0.0171,-4.02%,"$40,295.74",N/A
5084,Mobius Finance,MOT,$0.04004,-0.83%,"$38,180.92",N/A
5230,Bitlocus,BTL,$0.03552,-1.69%,"$31,975.05",N/A
5371,JokerManor Metaverse,JKT,$0.01161,-2.12%,"$25,796.47",N/A
5274,Plugin,PLI,$0.165,+3.85%,"$29,693.30",N/A
5180,CompliFi,COMFI,$1.20,-14.76%,"$34,141.43",N/A
4990,PayPal tokenized stock FTX,PYPL,$105.18,-1.96%,"$42,842.66",N/A
4650,Maison Capital,MSN,$0.9055,-4.11%,"$69,376.99",N/A
4699,ReSource Protocol,SOURCE,$1.11,+0.18%,"$63,518.31",N/A
4599,Bitecoin,$BITC,$0.0000000002948,-100.00%,"$88,426.33",N/A
4894,EcchiCoin,ECCHI,$0.0002104,-7.99%,"$49,107.16",N/A
4748,Trace Network Labs,TRACE,$0.4788,-6.46%,"$58,506.84",N/A
4942,YES||NO,YON,$0.003714,+2.87%,"$45,706.42",N/A
4846,Monster of God,MONX,$0.03139,+1.21%,"$51,974.56",N/A
4803,DesireNFT,DESIRE,$0.0007914,-12.40%,"$54,576.86",N/A
5132,Dali,DALI,$0.00000001833,-2.67%,"$35,960.71",N/A
5322,Marinade,MNDE,$0.1597,-2.18%,"$28,364.27",N/A
5037,Flux Protocol,FLUX,$0.0631,-1.57%,"$40,322.68",N/A
5085,ELONGATE,ELONGATE,$0.00000003198,-3.80%,"$38,105.21",N/A
5231,MetaGalaxy,MGXY,$0.00006635,+9.90%,"$31,916.46",N/A
5372,Bored Ape Social Club,BAPE,$0.251,+0.00%,"$25,779.86",N/A
